Sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
Jurkat only,11.77907011,-20.3734703,-1.290749867,1.63333703,-10.52138546,7.468810557,0.076474245,-0.369345321,-2.848434211,0.878377404
Jurkat only,14.22793247,-13.92586526,8.142822649,8.677077635,-4.468336407,-4.319567517,2.770005248,-0.562440251,-2.981688512,1.952006603
Jurkat only,14.46355158,-22.348582,6.15387447,-11.12048909,-1.940303502,-2.466271144,-0.256094151,2.141206814,4.574808903,-1.316302128
Jurkat only,13.12296727,-22.71946679,-0.627710859,6.585202787,1.113238951,0.94812312,1.546688662,-1.047486267,-1.15502306,1.109089557
Jurkat only,15.16584504,-12.13008015,10.87754481,-3.928706215,-9.048096634,-15.64611614,-0.553237236,1.826642697,-0.897453851,1.534076119
Jurkat only,15.35075864,-15.7333912,8.733219894,-14.15790504,-10.33856159,-15.19784347,3.645682228,2.319117122,-1.381467821,-4.146146682
Jurkat only,14.0759459,-5.570561133,0.24054621,-11.07782994,-3.618490061,-9.563975029,0.861331889,1.436510069,5.690582547,-5.913929339
Jurkat only,16.37284615,-12.98974107,15.25366205,-3.733563474,-8.895786397,3.712993589,-7.711236039,-0.911463894,-0.743180605,1.29546421
Jurkat only,13.34109045,-14.92710988,4.56106725,5.330346222,-1.53958178,0.619715109,4.377465738,-1.541516017,-4.329363552,-0.413622439
Jurkat only,14.8559788,-7.206434969,14.97861393,8.57587772,-1.50622131,-7.636421895,-3.373253491,-0.287589827,3.256820962,3.700385809
Jurkat only,13.45526901,-12.14352717,5.068204412,-3.235280834,-3.390969019,6.266927398,4.744178461,-0.513756973,1.975401466,0.757407042
Jurkat only,16.14692646,-11.49536967,13.92439263,-12.84578488,-6.386419347,-3.788365962,-2.250358735,1.036436291,-4.206127786,-2.986803064
Jurkat only,13.77878212,-22.89845109,-3.824800323,1.506453225,-4.362068867,-3.779293659,2.288442925,2.116518485,11.37787129,-4.688584699
Jurkat only,13.29743472,-13.03879581,8.01708795,4.180813656,-8.275959008,3.770620094,5.666969497,0.474293156,2.980522029,-10.61720603
Jurkat only,13.13044779,-16.86598813,9.782285491,5.648890447,3.031399677,-1.65692877,-5.565688081,0.23080616,3.630766572,5.910113714
Jurkat only,12.79877304,-25.14828529,7.686231761,0.979684779,-3.879923646,5.627808128,4.622709558,-0.015174357,-2.731921129,-0.569176938
Jurkat only,13.39551768,-16.42324705,-1.879889194,2.622165813,-8.949868488,-6.253594363,4.207951164,1.391807244,5.999391868,-4.603653463
Jurkat only,13.78017276,-17.97834863,10.95425686,-0.056339376,2.469926995,-6.112319149,-4.249445108,0.887006655,2.097492814,3.277323126
Jurkat only,12.06418213,-16.47136652,2.199819141,0.888275254,-1.283414797,11.46105464,0.335133293,0.160063301,2.338093822,3.049791109
Jurkat only,13.59848149,-15.32301533,5.930648827,4.855688288,-6.72542401,2.578069503,5.812535017,-0.609619707,-2.315565691,-2.558228463
Jurkat only,14.40322489,-18.91381811,18.32050383,-3.320087243,-4.490901739,3.290890687,2.292697691,0.764117541,7.975097072,-7.923448804
Jurkat only,13.96854967,-30.59596964,9.972683183,4.815042169,1.458311681,5.036565684,5.448346672,-2.285303255,2.877451274,3.824906459
Jurkat only,16.36214699,-15.31220347,7.057562908,2.254219398,-3.209978001,-5.076484072,10.67885004,1.806481988,3.879832448,-2.208170181
Jurkat only,12.98228525,-14.66401697,0.010038023,8.056357999,-3.346056149,1.806547877,1.694932717,-0.808706584,-5.59235234,-0.853785265
Jurkat only,13.53414717,-10.09741999,8.790424323,5.222197387,-4.167801802,8.435873028,1.992562371,-0.731849282,-0.731150099,-2.543943235
Jurkat only,14.78024401,-15.97144978,11.86161552,-8.690951157,-13.01879227,7.728495983,-0.752724253,-6.586212089,3.775454387,3.028658582
Jurkat only,15.51076811,-8.083541872,8.789834381,5.626796728,-4.317318603,7.551737344,6.199314873,-0.584332796,-2.725034066,-2.868955931
Jurkat only,15.2818192,-7.532332483,14.67422331,-1.956593848,5.393214179,0.549376397,-2.129411154,-0.027655078,-3.042320493,0.685934023
Jurkat only,14.42792033,-14.18680571,5.373976587,-2.075417119,-9.222754053,5.774483535,6.868209192,1.19670999,-2.438600432,1.364803606
Jurkat only,14.1514711,-18.27668988,12.97251238,-5.254089961,1.663874845,2.582922766,-2.106720867,-0.216012182,1.035907288,-1.413599869
Jurkat only,15.55496419,-13.8036436,7.079848903,6.725879293,2.078639009,-4.391753309,1.049895061,-0.359417007,0.192563618,0.570017721
Jurkat only,14.72535664,-14.75001315,4.884985393,1.551002536,0.869779454,-4.592452779,2.574843085,0.744119741,0.81676553,3.58952779
Jurkat only,12.43676856,-18.84070817,2.44522295,5.340032455,0.067173005,-2.467629951,0.562633687,1.271306363,5.252079338,-5.673632165
Jurkat only,12.65680632,-19.03754006,11.46065186,-0.264219236,1.726403997,-5.474879468,-1.012435286,1.317745692,6.60982915,-9.08830779
Jurkat only,14.78136069,-15.3701679,14.78321897,1.569231896,-4.956963685,-3.347348725,-7.381198727,0.263088238,1.184145307,2.642602455
Jurkat only,11.00257476,-15.82250497,7.877232652,-1.32404872,1.296966185,1.727228265,-9.445055832,-0.401279958,-3.454792287,-0.463122532
Jurkat only,15.19160835,-7.776548611,13.87647178,0.977552892,-8.770616448,6.446048783,-1.908488287,-0.624882367,-0.284665556,4.327356411
Jurkat only,14.37007496,-16.51558458,10.69647915,-23.2207231,-2.14187859,-6.512357753,11.17616757,2.742017474,1.60812482,-6.137776264
Jurkat only,12.92734329,-17.30487803,1.592456683,7.956487635,-6.077266915,4.292448985,3.068819742,0.050772937,-3.335574877,0.987809694
Jurkat only,12.26442211,-22.66348973,5.294961502,1.675681663,-0.868885694,2.791027022,5.843372333,-0.066133725,1.323990581,-7.533807856
Jurkat only,13.53754211,-14.11313656,8.628406811,9.764012557,2.165553139,-1.935117923,3.475333358,0.295879053,0.071327386,2.3930016
Jurkat only,14.35384615,-14.60488244,5.425413837,4.475107988,-0.16856097,3.179916166,5.598764631,0.374787606,2.126957794,-1.902088345
Jurkat only,14.50122794,-18.7626051,10.45657648,9.176657169,-2.079673268,-2.162613348,4.445423619,-0.189794258,0.178145098,2.30600474
Jurkat only,12.40807224,-18.98082793,1.421632135,1.845233976,2.145532409,-7.733468262,1.093014381,0.101779621,-4.294580267,0.496053094
Jurkat only,13.83690412,-5.173844192,10.75258998,2.654986692,-5.494681282,7.177515281,0.340511408,-1.40293996,-1.907514799,3.316033928
Jurkat only,13.52655587,-23.99530514,6.865694907,-5.856871501,2.26432762,-2.195885696,1.021000626,1.113593572,-3.257880682,0.899543184
Jurkat only,14.25473838,-22.37711622,1.133298914,0.860959575,-5.197328385,-1.61029364,6.030032023,1.020855722,-3.884039217,-3.786544595
Jurkat only,11.85217851,-22.75876416,7.402540531,4.254443338,-0.006098469,-4.005889486,-0.8121682,1.220720811,6.26213989,4.487576154
Jurkat only,13.71739908,-17.41871738,8.273912743,9.576851794,-5.572717893,-2.502697996,4.969208459,0.631353309,0.561653882,-10.10390357
Jurkat only,15.36428607,-7.17291173,8.988268174,-0.965809243,-12.373851,1.330522286,5.033737593,-3.879183606,-5.265204131,-2.628416423
Jurkat only,14.03435183,-21.10230112,7.889553199,0.159260602,-4.727274424,-4.782214837,-5.794855123,0.06183274,3.508336553,2.487648259
Jurkat only,16.36408545,-10.1657291,16.02271494,-14.81472988,-10.89774185,-0.272713034,4.943270906,2.223159937,6.61016197,-2.726508434
Jurkat only,14.76563209,-15.66992501,17.21416937,-5.826345125,-8.348392169,2.380612741,-8.017321301,0.4456747,2.317275938,-2.676072937
Jurkat only,12.4671102,-21.94915997,4.969570649,-6.058517584,-5.248613571,4.340842025,-8.971661531,-0.466398614,-3.316927679,1.704280641
Jurkat only,13.83582242,-22.32971083,11.88300659,-6.387576446,-6.444812156,2.394526267,-5.552182781,-0.298269195,-0.700167502,-0.848081467
Jurkat only,12.84210894,-17.9267592,8.58918596,4.172124831,5.170368219,-3.416846129,3.081719186,1.082473876,2.306564471,1.100615603
Jurkat only,12.38103926,-13.73294545,5.145052543,6.984875927,2.133967822,-3.125307627,-4.573260976,-0.599419083,-1.021585285,4.21326827
Jurkat only,13.5453016,-10.98167067,6.64224972,2.148246095,-6.658889144,4.015409383,4.205640278,1.410800597,6.326077564,-10.68616395
Jurkat only,14.41702292,-17.20735465,12.04997268,-3.552031882,-3.505973334,4.354134144,-6.842698086,-0.015639197,-3.8142542,0.293056865
Jurkat only,13.15750385,-9.94518151,4.512988427,5.430581518,2.603802456,-6.176619807,-3.454115661,-1.493815643,-0.881692016,4.384771257
Jurkat only,14.45162931,-15.70602963,10.50793319,7.911441998,-3.596422628,-5.704457129,-3.14770647,0.022577435,0.382651437,3.80125433
Jurkat only,14.65151341,-23.18656346,5.292847704,7.447133301,-9.168394304,-1.080870399,1.920684042,0.743099637,1.918938875,-0.233547683
Jurkat only,14.87116841,8.648354271,4.659793022,-9.077172981,-11.62648667,-3.809420343,-0.045815114,-1.557619828,10.13688785,5.944983632
Jurkat only,12.26678943,-31.22253147,4.63432738,4.797547896,7.667247907,0.908015737,4.326867588,0.405158662,0.652806935,4.081656321
Jurkat only,13.51821696,-14.987197,3.063602792,-2.718936138,1.06927482,11.70033452,2.847589758,0.047751913,3.265958971,4.549805698
Jurkat only,14.25597913,-12.76348177,15.73754358,3.04868075,-3.532447399,-5.359687132,-3.423366403,0.699801916,-0.54910157,5.015065453
Jurkat only,13.69128521,-21.8447639,7.342606966,7.821481013,3.295464629,0.933017504,7.04226172,0.577255867,1.804921103,4.849003831
Jurkat only,10.34464441,-23.87535792,-9.692401224,-0.369615707,-9.92184505,3.402834641,-4.50382969,0.486249173,-0.983869029,-1.14302155
Jurkat only,15.14547166,-25.4163366,15.9594051,0.43996856,-4.63930181,-4.913868314,-6.357367125,0.375537557,0.154256745,5.508534519
Jurkat only,13.55627903,-16.27871684,9.541241124,4.782330702,2.555110557,-6.302695675,7.146641104,1.205115125,6.650249591,-8.409617112
Jurkat only,14.63768476,-11.97939827,14.16404336,4.84650511,-2.32298093,-3.296841005,-6.398170474,-0.154114297,0.345849662,1.134717625
Jurkat only,16.79762528,-12.22470282,16.82885314,-8.356967991,-5.914215718,0.926259799,-1.876917778,0.067501714,1.459491952,-1.959631749
Jurkat only,10.32323478,-17.8803547,3.375780267,5.666275916,5.834326554,0.649644547,7.65210624,0.312803906,1.374080964,0.857663708
Jurkat only,15.43526109,-5.180627693,13.03506359,-2.842147235,-8.680567988,4.788572222,-2.378093472,-1.523320134,-3.079456869,2.280695283
Jurkat only,10.81603971,-27.9567674,-4.988743563,-0.197093452,-1.124937281,-0.701341296,-6.561535265,1.954252107,10.19509077,7.101615161
Jurkat only,15.63921477,-9.458443019,13.78020212,8.366008679,-4.616268516,-7.96627537,2.505610293,0.389531721,4.076793035,2.734387599
Jurkat only,16.08164333,-5.504846889,11.77534563,-2.175269475,-4.826051277,4.67917462,7.578982042,0.958508508,3.312600291,-3.652502034
Jurkat only,13.59590333,-20.67817815,5.855941234,-6.194559083,1.018789094,4.799299374,-3.943360523,1.76882185,9.591691284,-7.099909125
Jurkat only,13.2134364,-14.31813017,13.72455929,6.546346225,-0.225329862,-5.110020564,-0.994487079,0.158716171,-0.75819312,5.098685844
Jurkat only,15.76502718,-7.255932536,15.66154808,4.05722736,0.85452392,-4.48936686,-5.544134497,-0.495034942,-3.461230832,0.468663503
Jurkat only,15.52546258,-20.46943187,1.630356255,7.523517585,-3.057081208,1.917752749,1.66354333,-1.439663754,-2.302048959,2.028269198
Jurkat only,14.42506658,-17.43413961,5.531273059,6.285317329,-2.564006617,0.998650619,6.813823437,0.147566598,-2.41254934,-3.79209177
Jurkat only,14.1556964,-16.1930576,9.068703165,-1.243314169,-0.008669758,-5.687581847,-5.40142745,0.588362169,-3.174957234,-0.132486997
Jurkat only,13.84540411,-25.81208964,11.89995633,-9.105955073,0.294922704,1.132956019,2.747671234,0.423611328,-4.824021917,2.675805586
Jurkat only,13.93575906,-17.61782656,5.934328769,10.56859829,-0.303281212,-1.828700553,1.439054516,-0.355870948,-2.717327144,5.640128303
Jurkat only,12.53497245,-21.76887145,-0.350185345,3.128694032,4.527464558,-1.431705985,5.888903578,-0.264946794,1.978314742,3.49928572
Jurkat only,10.83469713,-22.24045324,1.124620469,7.928473354,-3.341832696,4.186382353,6.00458056,0.046250793,2.442581319,1.861812974
Jurkat only,12.83153376,-23.12889323,-1.338977407,4.489127465,-1.683294983,-9.32878278,-3.729464118,0.979760607,5.644205202,-1.599355816
Jurkat only,10.22580531,-32.44627277,-8.4064259,-7.864402029,1.925969203,5.51203304,-1.265217025,2.225536361,12.79685914,10.50945115
Jurkat only,13.34159497,-20.57108335,-6.655408321,2.213509837,-17.28670634,-0.851686099,-0.268763072,0.236540935,0.232034624,-0.113286205
Jurkat only,15.68942192,-10.75277251,9.82001113,0.335589414,-5.030431874,-5.15422023,-10.39058577,-0.185186113,-3.440630484,0.522586438
Jurkat only,15.41625528,-5.207887647,7.52579487,4.853908198,-7.71354081,6.001978485,3.111921882,-0.70326219,-2.08505251,0.391950291
Jurkat only,15.1411621,-20.61754968,1.198036102,7.06166672,-4.290636192,3.321925293,2.578439288,-0.249287579,-3.92030686,-0.119569794
Jurkat only,16.11246856,-15.78563386,19.04567978,-2.307604206,-6.472454501,1.111926924,0.600737531,0.074592519,-0.222207505,1.752206518
Jurkat only,15.32087897,-14.29877772,7.754230177,10.13883963,-3.173687796,1.734086407,2.721804885,-1.019645982,-0.183581191,0.870074228
Jurkat only,12.95344482,-16.76173868,-3.580730723,2.283667054,-9.943833154,7.369937089,-0.904541139,-0.334790853,-2.736981314,-0.809064854
Jurkat only,12.40064904,-16.60886538,11.24599314,4.058533769,6.188175089,-0.807161807,-1.161811211,0.24199121,-0.600750448,4.715740298
Jurkat only,13.23492859,-21.9850872,1.863598087,8.556251541,-6.856826788,1.319061418,1.25731595,0.232421533,-0.260803294,2.609461982
Jurkat only,13.86517021,-16.1491353,10.68981472,7.91489108,-2.933868124,-2.485109376,1.075791261,-1.160341606,7.272906781,5.067352843
Jurkat only,14.06746697,-15.23672193,10.05390451,-18.60949377,2.375815017,-0.315927698,3.745951392,1.119792153,0.997449234,-4.050957922
Jurkat only,14.99116516,-1.499011194,17.41943722,-1.481943505,-5.951328959,9.755433767,-1.710400514,-0.630950545,2.330873777,2.261131327
Jurkat only,13.80420773,-17.89781719,5.618007613,10.72804473,0.254952823,2.441349881,2.037878782,0.573185712,4.243156109,0.529002961
Jurkat only,13.44580887,-3.563112698,2.341716038,7.114007424,-6.340403988,-7.870635481,1.799948591,0.264989413,1.103310127,-5.243170222
Jurkat only,15.11827042,-29.6562477,10.68042065,-1.293278157,0.68160015,-1.076634109,0.8659484,0.827024366,1.265854581,3.066967246
Jurkat only,13.98471642,-13.30603854,11.77067121,11.37465461,-0.814155944,-1.322730294,-0.301809198,-0.682451215,1.155369402,3.852077681
Jurkat only,16.27374765,-16.79548816,15.18456319,1.270730085,-7.507175686,-3.216841468,-5.825624212,0.263339984,0.634832584,3.883453466
Jurkat only,15.76789279,2.242390322,17.95463527,-0.227829099,-6.566269773,6.243789402,3.172447483,-0.745711872,-0.543019658,1.232750056
Jurkat only,11.33606702,-16.28788641,7.002957409,-5.835275758,-13.81400443,-1.770325115,-8.869956847,-0.581282752,-2.550770837,-5.224175057
Jurkat only,13.38498763,-17.78295818,11.94744391,4.646468501,-1.380014847,-10.47693525,0.253872095,1.008751502,7.268442958,-7.603253514
Jurkat only,13.43401683,-14.29778247,6.376014453,8.557704328,-1.11944463,-0.888797203,4.623011944,0.499985063,4.474840746,-6.931978554
Jurkat only,12.89128748,-24.83241063,-3.694534865,3.456831723,-8.65745214,5.241346984,3.214617648,0.634329792,0.68655302,-0.88791043
Jurkat only,14.45013503,-11.18132715,6.915041736,7.430247707,1.119078562,-5.042181161,-1.220349317,-0.134389747,1.073813636,2.928896249
Jurkat only,15.40340589,-12.45330551,11.58983006,-4.923061349,-4.313634729,-1.114827625,-1.974771107,-0.184392541,-7.152999526,-0.67967372
Jurkat only,12.53690268,-8.335661867,13.00325222,10.15006339,4.930369853,-3.361976443,7.457998303,0.800200094,3.802454669,4.825073541
Jurkat only,13.51429543,-14.23685454,1.601872875,7.026115702,-4.85255171,2.606628092,2.63102358,0.621340386,1.031665806,-8.844873539
Jurkat only,14.87960148,-25.89655424,10.71797271,5.539036736,2.074216426,-0.463349265,3.346142321,0.003246574,2.031267912,2.550096256
Jurkat only,13.03233847,-28.81418108,2.458244556,-9.542621666,10.55586564,5.491852616,-0.145294031,1.291461658,4.066861789,6.609627383
Jurkat only,12.90623216,-24.99174582,-3.303599504,2.923343292,-2.256417883,1.791596599,2.357282795,0.375917778,-3.902399486,-0.909674609
Jurkat only,13.9185754,-16.60302587,9.208402322,9.365876485,1.649847814,-0.144603171,4.089682034,-0.474943177,2.228744844,2.293580962
Jurkat only,15.407354,-15.61400694,17.08173131,0.10437493,-2.646674751,4.545747499,-4.730316076,-0.412233297,2.445825035,-1.057566703
Jurkat only,13.32091823,-11.76425823,6.697363614,10.59570147,-5.234882087,-1.443607987,2.744665623,0.088108512,1.968127746,-1.288475354
Jurkat only,14.04925777,-14.81829393,8.742966532,-3.301024875,-8.57965534,8.961788351,-0.450188247,0.643916297,0.370191468,2.564154427
Jurkat only,12.78899695,-10.1593688,8.868809028,0.331716825,-3.763715611,6.824335076,1.684105616,0.110762243,1.873309185,1.198106246
Jurkat only,11.67506808,-18.51531757,-1.334386332,8.510534379,-8.323557438,6.082766077,0.296851507,0.081710948,-1.006398933,3.486175987
Jurkat only,14.91567752,-7.017516143,15.81218502,6.022453814,-4.625598242,6.953886653,8.210506047,-0.646735536,-2.501738811,-0.594338324
Jurkat only,13.09629497,-12.80795098,7.849630274,3.335451895,-5.658769219,5.120805631,0.620716074,-0.309624702,-3.188373607,0.801632192
Jurkat only,11.04567186,-23.284169,0.452169737,2.41186338,9.915548692,1.95126123,4.995119923,-0.117486503,2.452084899,4.874351299
Jurkat only,14.45241778,-13.53517769,14.46994043,2.39404585,0.462821249,-4.492933571,-5.164241918,0.225106861,3.736610649,1.912102608
Jurkat only,13.05213139,-21.35601828,0.157550155,0.348663204,-0.134011924,-4.889634672,-0.240966018,0.568603659,0.121618921,5.489915118
Jurkat only,13.82685663,-2.199534672,14.0970506,-15.42649399,-4.312946426,5.751222564,3.71667414,0.785238284,-0.166417156,4.505890345
Jurkat only,13.33852236,-13.23659235,9.402632148,2.808517357,2.952359774,-8.763773344,-0.653595492,0.632605794,3.577711439,0.924137612
Jurkat only,9.637365974,-21.96554798,-8.50185391,5.406166086,-6.623119345,-0.041863182,-4.559029965,-1.476121417,-3.324021966,-0.755735009
Jurkat only,12.97194857,-14.06503582,4.623980686,7.465350496,6.005958385,-2.122972179,4.915284142,-0.197122159,4.370836734,-8.30881599
Jurkat only,13.60427044,-16.31206077,8.680286831,2.808160544,-5.642264517,6.639100523,2.871069452,0.037210641,0.507190413,0.318765104
Jurkat only,14.53603742,-8.815301466,16.73487067,-8.936409685,-1.7134789,-7.982251261,1.268527916,1.597670297,4.129965909,-12.06010504
Jurkat only,15.05210932,-15.21279102,11.39575074,4.953099546,-9.978690516,-0.192788974,5.097186316,0.013780286,-3.350844375,-0.352389812
Jurkat only,14.11556008,-18.4667225,7.153235737,5.936447708,-5.920309862,-0.830070351,5.883074059,0.804746597,5.923220007,-10.36297431
Jurkat only,14.76954942,-13.1183648,8.786248154,6.847644014,-2.604233053,-5.522655376,0.130911758,-0.637031022,-1.06688705,-0.016972047
Jurkat only,12.26978668,-20.18405311,4.384866348,3.923433274,-3.402000604,0.061054019,1.803653645,0.106865939,-0.472332647,1.20936197
Jurkat only,13.12137153,-11.44432864,9.077211302,3.108365516,-6.092375061,6.237645812,1.378883456,-0.660287191,0.495089964,0.481428213
Jurkat only,13.68086765,-10.13572286,11.65438865,9.922622349,6.244060169,0.124299543,3.655616543,-0.086011295,1.775601928,3.669281792
Jurkat only,15.97285274,-4.10098473,12.25777884,-3.229183409,-3.367985217,10.66816073,1.221928414,-0.554482252,3.757738015,1.561328133
Jurkat only,15.62227733,-15.6371104,3.902736008,6.58622203,-12.00467528,6.454338109,-1.118212029,-0.275868154,-1.294347041,1.350330484
Jurkat only,13.41406931,-18.81905423,0.719261082,7.731297616,-3.809797801,2.024834468,1.880251057,-0.662223946,-3.486173668,1.530879222
Jurkat only,15.37447759,-20.43170681,0.298570682,3.606668482,-3.360768325,-2.277626646,4.064902969,0.049004119,-2.633479021,-3.177561608
Jurkat only,14.59186295,-16.10508318,-1.07081658,5.3296347,-15.19602873,-1.207791021,-0.100458194,0.588681879,1.150623119,0.479230101
Jurkat only,13.88817076,-20.73499685,3.48650567,4.990067971,-9.034470142,3.62343913,1.361476541,-0.446475966,-5.845686726,-0.252853145
Jurkat only,13.86331133,-22.92474997,10.11784201,-1.944529988,0.466111599,4.278892117,-4.113454295,-0.038682649,-0.038797465,-0.719431445
Jurkat only,12.62453446,-18.57240098,5.364947978,8.268510497,-9.436664307,-1.834757473,-1.255333357,0.817029827,4.017445359,2.406810489
Jurkat only,12.74089693,-22.79415404,12.07242551,-3.189339331,0.098430146,1.806267263,-4.080197487,-0.122844215,1.81527376,-1.578800721
Jurkat only,14.60004846,-15.75433866,8.054891631,5.101240583,-2.491923266,-2.920843192,-3.165309475,0.116622053,3.768501388,3.627195026
Jurkat only,10.86996625,-24.42573947,-2.678496606,5.988783449,-4.662396599,-0.487544658,-0.469331548,-0.579867131,0.178124635,1.369246327
Jurkat only,15.1529628,-15.7955811,6.500088502,0.743556361,-3.602701717,-7.573449122,-4.347516854,-0.720836552,-4.432924366,0.888581733
Jurkat only,13.95972166,-17.88899439,-4.876343934,-10.89434287,-7.904238904,-18.25188335,7.812938707,4.128425663,2.101010399,4.195834022
Jurkat only,15.82700066,-12.62573154,10.61126942,5.771017757,2.667151416,-3.921557368,6.816466459,0.895846612,5.036012498,3.757115745
Jurkat only,11.46406511,-7.624206753,19.10312777,5.003112592,-1.039401101,-9.713717071,0.357993377,1.158244438,7.434634836,-5.058042179
Jurkat only,13.76787939,-19.28700214,5.969233296,7.314038903,2.650341765,5.80853587,7.554900792,-0.446309441,-4.885799693,-0.086710069
Jurkat only,13.14964435,-18.10857967,10.25314193,2.822122094,-1.241275337,-10.50325364,5.33130073,1.38330461,6.115424354,-8.217052757
Jurkat only,13.57234783,-19.0648381,7.883902094,1.294496094,-1.002465571,7.374215296,7.447443785,0.961738855,4.386887253,-0.64513654
Jurkat only,13.79361288,-12.73023986,11.43195395,-3.273914649,-9.66499701,7.767244843,2.443566449,0.73948033,8.057010273,-4.710326478
Jurkat only,11.96036292,-16.12994623,9.268128573,7.153513492,-2.699112752,-5.529717753,-3.609758381,0.186134737,0.196509843,5.594725513
Jurkat only,12.44464494,-5.163428672,14.49979778,8.86429128,5.08820306,-3.202659102,5.096453055,0.27006446,1.881086101,4.226763227
Jurkat only,15.11735341,-14.11026767,3.96422875,9.296639552,-3.948005156,-5.190210863,-1.532090668,-0.158925973,-0.339058462,2.889159024
Jurkat only,13.17883344,-19.97253446,2.114139783,5.705517371,-0.82885323,1.143772195,3.674173882,-0.006547249,2.184608353,-10.52319428
Jurkat only,12.66487974,-21.67896613,9.251432814,-0.129106501,0.790494624,-2.88873989,-8.607511645,0.350141845,-0.7092653,4.084749285
Jurkat only,12.22355716,-18.4715448,0.925896915,7.391116022,-2.642488268,5.10558825,0.935230542,-4.551672144,-3.101207585,-2.325678029
Jurkat only,11.54316594,-23.91490568,1.758402769,6.070513094,1.919182667,3.770260153,7.001029734,1.091650085,4.014654635,-8.547964042
Jurkat only,11.74298626,-26.39254004,2.925275881,-8.928958767,-1.404750124,-1.824597258,-4.632262792,1.269689153,2.918370702,-3.344785266
Jurkat only,14.66706058,-19.42438482,14.73377196,-2.611606132,-10.68314067,-5.41461931,-4.132180079,-0.820117066,-3.884409645,4.696362348
Jurkat only,16.42324125,-11.63497618,17.0254284,3.235761547,-5.951488108,1.357508316,-2.717966686,-0.372412601,-0.798606898,1.40738376
Jurkat only,13.62409289,-20.28068008,8.536074023,-0.649291145,3.635483711,-3.179089823,-0.115809919,1.152189034,1.699036482,3.80782787
Jurkat only,15.87599983,-16.32378147,7.345101118,6.604205055,-7.225425091,4.311101644,3.819480074,-0.198611972,-1.907691538,-1.420031109
Jurkat only,13.7590901,-10.42468135,6.272735008,1.561332833,-5.704335248,6.22871086,3.566610784,-0.761968571,-4.415749969,-0.241955962
Jurkat only,10.1344622,-26.02767154,-9.590796787,2.407136981,-7.159918593,-3.344758491,0.687686335,2.27765314,8.673149244,-4.530342299
Jurkat only,13.22358412,-16.682442,-1.510767866,4.499046971,-3.70823852,5.504263537,-1.260994499,-0.383720124,-3.105384773,-1.269648115
Jurkat only,14.59286815,-11.41969474,8.912654171,2.206753345,-10.21773312,8.044284513,-2.866583749,0.027757396,1.75123448,1.891836391
Jurkat only,11.70807591,-13.24949161,12.73571919,2.728432136,4.779581091,-4.942707739,-0.972219415,0.482383464,3.194296963,1.325098345
Jurkat only,15.39650965,-17.00115446,9.47845653,6.06894075,2.97775792,-5.020681107,5.65933395,1.629245112,8.104336764,-5.758478038
Jurkat only,14.96411901,-9.169450456,13.81691111,3.059786519,-11.01671352,8.591844496,0.467747241,-0.362864332,2.91037788,1.116368212
Jurkat only,13.01469539,-27.65455628,2.245019263,4.331799766,-3.630658859,-0.177618097,-3.832913546,0.865430798,7.528475577,7.480982797
Jurkat only,15.62927849,-10.0763178,13.34008034,-7.21501019,-7.977378398,6.418248064,4.852779172,-0.430246408,-3.349618509,-1.115056331
Jurkat only,12.82957314,-21.6808952,9.772775609,-4.615126681,2.0784472,5.083545067,-1.486952319,0.636840989,3.673253836,-0.705595462
Jurkat only,14.34430266,-19.12360843,7.287868893,7.522059107,-3.982696117,-0.440336483,0.242132155,-0.850319114,-3.571441375,3.477496204
Jurkat only,18.11451478,-9.013196824,19.33725727,-0.603774289,-7.144658411,1.046801825,-1.299233515,0.843205192,6.128152087,-8.679383965
Jurkat only,13.72622407,-15.98967796,8.848749163,5.446715883,0.568766901,0.389512876,-8.197988965,0.528581438,1.280175861,4.5269665
Jurkat only,14.42334516,-6.072561883,8.025692369,-21.33932398,-4.159780335,-17.57683418,7.36227286,3.056411962,6.103738764,-6.206528456
Jurkat only,14.59658159,-17.18643249,8.354326643,9.135463717,-2.728542514,-4.305050274,-2.996410213,-0.125370912,-0.038625806,7.83194604
Jurkat only,13.19721334,-26.31714539,5.509749857,7.187440659,-6.948133209,2.308087072,3.305190855,0.303612379,1.453403624,2.4896512
Jurkat only,13.59252187,-21.29752182,8.963198906,0.953299916,-9.939209271,1.952609931,-1.706259448,-0.313155519,4.025797189,2.832663678
Jurkat only,14.71089393,-14.90821474,6.360566042,3.487739943,3.975435174,-8.971683794,3.691996346,-0.707402869,-0.685748162,0.906858486
Jurkat only,17.4896882,-6.966383843,19.25208347,-5.375239282,-5.886480472,1.16267376,-1.653003121,-0.669833568,1.291094908,-0.341720189
Jurkat only,13.53399121,-22.9064601,11.39681547,-6.889687758,1.75137223,-3.019376416,-0.164339742,0.45463317,-5.110656845,0.114635914
Jurkat only,14.58086162,-3.185214806,14.01670711,-2.810919736,-0.223943835,-12.46034159,-1.502065232,-0.840913271,-4.923497565,-3.106769043
Jurkat only,14.71647961,-18.12460151,2.820006592,1.616503983,0.383285352,-3.762210406,3.602054408,0.538036138,2.396931766,0.728072389
Jurkat only,15.25328878,-10.35896712,11.38866002,-0.415480968,-3.063214587,4.642541172,5.434045162,0.123877205,7.362205009,-7.913588919
