Sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
90%:10% Jurkat:293T,17.60821699,7.356975692,2.873323372,-14.92783788,-3.15290898,-5.280372464,2.154543191,-0.682827728,-16.57776115,2.160534001
90%:10% Jurkat:293T,16.15756976,15.24807731,3.494909407,10.66125579,1.024897568,-6.04664251,-0.10539838,-0.895927291,-2.73950251,3.014916225
90%:10% Jurkat:293T,14.61097877,3.748410681,-10.53814551,1.387597682,-1.363680069,-0.04671072,2.817495702,-0.152264911,-2.81094506,0.959679324
90%:10% Jurkat:293T,15.66954434,26.56644834,15.72783037,-10.77232619,-7.972491953,-3.441247618,13.55428373,-0.811878689,-2.045092842,9.901716534
90%:10% Jurkat:293T,13.47446111,8.463604497,-2.916380647,4.944083464,4.875782169,-1.112058389,8.099080586,0.231033776,1.931147753,0.680548507
90%:10% Jurkat:293T,14.45379084,2.883482079,-2.750444431,7.034181496,-3.969304758,2.242710896,1.474104243,-1.008630409,-7.887145762,-0.967020751
90%:10% Jurkat:293T,13.58187931,13.28567978,2.073524239,4.205186151,6.805301831,-7.04105597,3.948325794,0.732604353,7.2071601,-7.204377211
90%:10% Jurkat:293T,12.5441357,7.14211938,1.945434989,7.130985408,8.475083559,-3.683526142,-2.426785798,-0.27174457,4.24704915,4.982832071
90%:10% Jurkat:293T,12.53414526,2.782442288,0.096223525,-2.344356312,10.99936459,2.771753951,-6.15049823,-0.527718333,0.30000346,2.098479738
90%:10% Jurkat:293T,13.83907829,8.427317596,6.822335115,-5.286518341,8.23427972,8.86601232,-4.734961435,-0.694392194,-4.280309024,1.954267267
90%:10% Jurkat:293T,13.76329945,14.9798328,5.248157817,-0.024939526,5.072310167,-4.323380797,-7.315620651,-0.5713591,0.303418467,2.141626598
90%:10% Jurkat:293T,13.29689704,7.004951964,-9.107972786,6.435806177,-0.588884704,-1.313726371,1.060435505,-0.566192102,-3.972317598,0.435150245
90%:10% Jurkat:293T,15.46067838,14.2395301,6.478215927,-2.278582118,6.970807649,-0.072053656,-2.273844091,0.003615803,1.176327096,-0.648327688
90%:10% Jurkat:293T,13.36337361,11.22249817,3.89248817,-3.21508628,-6.368940014,9.649627002,-0.933706248,-0.244802831,-2.440701385,3.770699706
90%:10% Jurkat:293T,12.97827485,13.16711101,4.527354294,-6.390349985,-0.293463477,0.512289022,-4.025295476,-0.654193354,-5.280101604,-4.101630677
90%:10% Jurkat:293T,-36.02535649,5.186640018,-0.538779772,3.193679339,3.836507367,-1.569288903,-7.733923902,-0.562131469,0.324998919,-1.269874831
90%:10% Jurkat:293T,13.41538277,6.968895667,-1.682508489,5.688441576,-1.350857666,4.744879809,2.268284753,-0.765481595,0.265365733,-11.7557095
90%:10% Jurkat:293T,13.29305902,-7.538664216,-10.58929965,-5.541112402,7.789420572,-3.068368829,-2.380603318,1.392790491,6.20074676,4.211590622
90%:10% Jurkat:293T,-30.25588674,10.94947326,-1.488757689,4.111196715,-9.046698827,-0.891522516,-3.706407662,0.4765724,2.729060653,-2.851799245
90%:10% Jurkat:293T,13.56639122,20.54435154,5.255926642,-6.092173861,-3.169750538,7.28705718,-2.495782712,-0.489450684,3.075278216,4.253953652
90%:10% Jurkat:293T,13.40939409,18.07058894,2.997051874,0.820492347,-5.283819567,7.247112833,4.488258048,-0.359676871,-3.623849822,-2.202804029
90%:10% Jurkat:293T,11.77426051,6.382786722,-2.228601454,-1.762047692,1.282584981,6.060157609,5.500829177,0.754464102,4.601282735,-5.395528381
90%:10% Jurkat:293T,-33.64003437,-12.08876929,-23.37703838,-13.22513868,-4.988465037,1.273941252,-1.331844781,2.076561686,11.73479363,8.535701617
90%:10% Jurkat:293T,16.71285568,7.833723049,3.74760191,-10.4586111,5.428677294,8.695881939,1.496201644,0.307386697,0.681469137,-2.543938327
90%:10% Jurkat:293T,9.96020358,-5.806951243,-15.36942372,2.276604088,0.172415146,-1.112610416,-2.533987458,0.460129446,-2.030704719,-0.506903011
90%:10% Jurkat:293T,13.33740716,14.06393569,4.58950889,-3.074927666,7.418370685,-1.554989154,-6.820709529,-0.20352751,-1.376303059,2.166164379
90%:10% Jurkat:293T,14.30638583,10.39862498,4.973575544,-9.757712864,4.725476765,4.569812306,-4.037855757,-0.048790454,3.823677428,-11.67167059
90%:10% Jurkat:293T,13.89864789,6.016899347,-9.328893402,4.999015708,4.871938232,-1.080671671,4.704193515,-0.275509391,-3.51608739,0.668236863
90%:10% Jurkat:293T,13.64101851,7.202400582,-5.648190784,6.844194197,-2.455628632,2.965184214,1.515635665,-0.712626315,-5.005710619,1.619479093
90%:10% Jurkat:293T,14.77733644,11.16743238,-6.949796731,0.677720325,-5.24164767,7.188636014,0.179787453,-0.388724253,-5.85098683,1.705433108
90%:10% Jurkat:293T,12.9886147,10.76839066,0.165713187,0.224642487,-5.224972234,7.261625294,1.448737982,0.050143145,1.498303102,-0.469894589
90%:10% Jurkat:293T,-36.9449238,5.51294474,0.331411145,-1.057123209,5.037639013,2.865480064,-4.596298651,1.025844758,-0.873580571,-5.451288837
90%:10% Jurkat:293T,15.15558302,13.61767145,-2.528550882,9.475942338,-10.65133232,-9.259852776,1.113704612,-0.666628757,3.294525627,9.509255007
90%:10% Jurkat:293T,12.18078819,0.132700252,-16.4981903,-6.06102285,-9.270349412,-7.229612544,4.472656798,1.306916485,-3.745292317,-2.023071183
90%:10% Jurkat:293T,15.00787305,20.00086274,2.92894615,-18.16643054,-10.08553688,-1.377304236,10.09898681,2.264717317,5.22944675,1.443611503
90%:10% Jurkat:293T,12.82749545,1.362964342,-9.889912983,0.069841532,6.784991572,1.620376284,8.689336041,1.429609956,2.91272345,-1.059532635
90%:10% Jurkat:293T,14.47838613,9.198732951,5.394894286,-10.07092059,6.765199591,-0.236165063,-0.23032412,1.598085293,4.340040734,-11.54570994
90%:10% Jurkat:293T,15.95628877,8.702867828,5.16778144,-2.153683504,0.816240285,-8.358158334,-9.516601244,-0.27157563,-4.74481547,2.805683358
90%:10% Jurkat:293T,15.13304239,16.19960104,0.635156074,0.244794388,-6.055102487,5.833139012,9.537697571,0.312320159,-0.358291337,0.334319283
90%:10% Jurkat:293T,13.59668314,-0.253867247,-8.121695696,9.402924679,0.973602169,1.040139891,0.701146829,-0.836164167,-4.609847459,-0.503268355
90%:10% Jurkat:293T,15.00244063,2.355498834,-4.477653542,7.467968722,7.653603129,2.048285812,3.394531232,-0.550452869,1.92831515,2.326134432
90%:10% Jurkat:293T,14.34686935,11.41350149,-2.482176713,1.783277098,0.203345701,8.477510692,5.417363178,-0.220785321,1.255562057,-1.579879011
90%:10% Jurkat:293T,-30.13241228,4.036126528,-13.81818656,3.812685896,-6.184251444,2.413131539,-0.706105027,1.655930929,2.835174333,0.882548491
90%:10% Jurkat:293T,-35.60680527,13.5703839,10.0853531,-16.585223,-0.540837324,-1.606820562,1.136624377,1.498106483,0.682250509,3.767704396
90%:10% Jurkat:293T,14.10713441,0.658663232,-10.39587706,6.525570144,-2.310375924,0.259816083,-2.814218119,-0.730222479,-3.826195154,-0.636212136
90%:10% Jurkat:293T,15.12250737,13.2062694,5.39678388,-5.490142401,1.565224346,-8.177452239,-3.551261544,1.144696686,3.486063575,-6.908444152
90%:10% Jurkat:293T,12.95143394,5.774809574,-7.741561357,3.662817904,10.87433785,3.008020088,10.81097804,1.702724739,7.540779218,-7.979516549
90%:10% Jurkat:293T,13.90044112,11.52489563,0.164519483,7.890638436,6.390729797,1.442837563,6.118633994,-0.797139116,-2.812826431,4.108863522
90%:10% Jurkat:293T,14.04979654,6.620116695,-0.816360268,-3.43133854,3.123517781,1.600574767,-9.55588681,-0.499168904,3.154743124,-0.717201023
90%:10% Jurkat:293T,13.10881381,2.861308487,2.495562291,-10.05082055,2.270522411,5.010083713,-13.40737076,-0.688680779,-5.103822271,-0.420516042
90%:10% Jurkat:293T,12.80546529,4.052356502,-9.843228433,2.698284552,-2.1064704,4.194601952,-0.963109541,-1.528294701,-3.09165763,1.235553252
90%:10% Jurkat:293T,-28.2730852,-8.661422615,-18.87110904,0.053060842,-5.55232668,1.513225934,-5.92102918,1.909281032,9.497688837,3.121102096
90%:10% Jurkat:293T,14.21402445,2.417252172,2.701382964,-6.372583075,2.388508537,5.692009288,-10.25560858,-0.749474071,-1.283298341,-3.096588612
90%:10% Jurkat:293T,14.28082945,6.416018043,2.991296102,-3.404889045,8.937621947,1.113911618,-7.014645237,-0.256248841,-4.536940144,-1.670283072
90%:10% Jurkat:293T,-32.42049793,9.747676176,9.100576262,4.774722295,-1.238025314,2.564672768,-2.638757532,0.401378125,0.312266627,0.753485101
90%:10% Jurkat:293T,15.14873874,2.092354434,0.619212398,-9.853628181,5.589598241,4.926268831,-9.840121057,-0.913154999,-1.859421017,-2.158665134
90%:10% Jurkat:293T,15.9978442,6.552042011,1.395227212,-6.75176945,7.124978973,6.6399178,-6.588887215,-0.075343707,-1.847233868,-0.87915258
90%:10% Jurkat:293T,14.41082815,4.483772981,-2.768911073,6.097041796,5.191385727,-5.306341817,2.313789409,0.146190215,3.363490775,-7.013031675
90%:10% Jurkat:293T,12.42478212,1.502151394,-6.963757581,3.653912029,7.048274993,-0.485335582,3.007876388,-0.646844257,5.224016656,2.24519522
90%:10% Jurkat:293T,11.6324638,4.47366089,-9.922252344,2.43025743,6.315357316,-3.027071975,0.417869455,-0.474825187,1.19187096,3.407826451
90%:10% Jurkat:293T,-33.58335831,-0.041848046,-8.019249818,-6.992451415,-0.225011861,2.864569793,-7.336810243,1.217554208,5.936515775,2.609413187
90%:10% Jurkat:293T,12.35467504,8.842626348,-3.623379575,4.388995096,2.239440002,-2.182848623,8.922910904,0.879422672,2.684532414,-10.76604012
90%:10% Jurkat:293T,14.71885402,6.10075079,-9.373823273,-7.874337149,-0.337231168,-16.93690174,7.439028968,2.476614677,1.764220626,-1.16243321
90%:10% Jurkat:293T,14.65793572,6.755275891,-17.69078024,-0.644439437,-11.40010792,-4.605629692,0.168737434,0.635077622,-2.75959496,2.351433754
90%:10% Jurkat:293T,11.78382852,-15.09942057,-8.83236591,-8.175024886,2.091358103,-0.466205794,-11.0998227,-0.269271956,1.614667171,-10.19199772
90%:10% Jurkat:293T,13.77868231,8.471948652,-17.31110246,7.107740002,-10.36472132,4.842157851,-3.875667818,-0.38387311,1.555984734,1.67391521
90%:10% Jurkat:293T,12.73621002,-0.70025375,-13.1944658,4.586605503,2.171625612,2.157529146,-0.65077049,-0.844952627,-4.030923182,2.408639017
90%:10% Jurkat:293T,12.15798594,-6.133699118,-24.11417289,2.496320781,-13.85595214,-0.863294346,-5.215071951,-0.197420107,0.339521762,0.904378057
90%:10% Jurkat:293T,12.68261839,4.292920482,-6.016378905,2.563454252,1.528970801,3.15805563,8.06950182,0.851047578,3.175792617,-10.36603323
90%:10% Jurkat:293T,11.14224919,-13.74770256,-11.7392277,-4.297922966,11.44847501,-0.080692092,-4.442702149,-1.397014956,-5.788649659,1.569312645
90%:10% Jurkat:293T,11.70066274,3.795688672,-10.00194956,6.631869801,3.921062877,-1.992377066,-3.645700349,-1.133170267,-0.482331056,-0.596807137
90%:10% Jurkat:293T,13.6979817,7.113824726,4.057290633,-7.523481843,2.656642501,6.415673992,-2.170838835,-0.328777266,-4.178783786,-1.156564835
90%:10% Jurkat:293T,13.56180151,5.180552927,4.726601036,-6.569151878,8.766837071,3.902471046,-6.973326672,-0.181136822,2.586746639,-0.825027158
90%:10% Jurkat:293T,9.994782088,13.08884131,-4.337566333,6.086543658,2.273920325,-1.102371811,8.737705245,-0.737964006,-4.735188063,-2.322131614
90%:10% Jurkat:293T,14.16691145,4.946315801,1.884893543,-5.596482298,7.866776904,5.497596906,-1.053651805,-0.146508692,-2.793741903,0.043660735
90%:10% Jurkat:293T,13.89254901,5.146535584,0.647314194,2.921914709,7.40859308,-1.98904382,7.560178145,0.472783108,-1.816818403,3.707039697
90%:10% Jurkat:293T,10.81546869,-8.332763207,-21.16357638,-3.172834823,4.802155518,-3.91903093,-9.877365897,1.689194777,13.50454729,6.089032757
90%:10% Jurkat:293T,13.21989695,5.195884412,-4.084919659,5.998993919,7.136136325,-0.172363774,-1.817552624,-0.673831421,1.48384285,2.239168018
90%:10% Jurkat:293T,15.76758999,15.98586382,6.348924927,-6.934991376,-8.528798422,6.072441516,-5.660567173,-0.455326286,-0.068492228,1.437034667
90%:10% Jurkat:293T,12.36094024,-6.689135672,-15.78991068,-1.226501045,6.360799067,-2.727291858,-3.126262578,0.816741979,6.972841092,3.236765138
90%:10% Jurkat:293T,-34.67634206,3.629942775,-4.10074446,6.594571111,1.776277227,-3.629741601,-6.055692509,-0.07299565,-0.214896586,-3.958423031
90%:10% Jurkat:293T,13.81567809,20.21504592,4.379717948,3.296965401,-1.538317096,8.418675464,1.976140705,-1.298699979,2.67429711,0.55766564
90%:10% Jurkat:293T,14.32841351,4.164730663,2.174832567,0.099464018,7.006752525,-4.036992096,-6.947041969,-0.630548855,-0.567260246,3.289700754
90%:10% Jurkat:293T,13.07012958,-10.23083379,-6.37827618,-13.5210885,3.77681266,6.366281431,-2.277631195,-0.767471635,-4.706099211,-2.013734585
90%:10% Jurkat:293T,13.58085627,18.92146446,-5.922222988,0.728665915,-6.97446471,6.572684597,0.37623241,0.04404178,4.062793978,2.402376043
90%:10% Jurkat:293T,13.02890244,11.6540201,-9.178878846,3.50757109,0.101910719,-4.756596746,1.231532088,0.141157742,3.226754851,0.233719056
90%:10% Jurkat:293T,12.67370742,13.73780701,1.787493668,3.202593392,5.324316995,-3.72181496,-6.370033846,-0.039310224,2.846286534,2.505356798
90%:10% Jurkat:293T,16.40757804,14.52721527,5.628587992,-2.169863229,6.269594828,-3.760900847,-2.246271181,0.66920688,0.238375198,1.539857316
90%:10% Jurkat:293T,13.39247642,3.967195826,3.682112304,-8.369681214,6.540548478,-4.15237279,-7.681498865,-0.292328275,-2.707462444,-2.341317932
90%:10% Jurkat:293T,13.4074598,8.362656965,7.685769699,-6.409547568,6.407626462,6.730936143,-4.262418306,-1.477400536,-2.428887703,-2.468781777
90%:10% Jurkat:293T,11.45215371,-7.15655379,-0.421133646,2.849797434,8.187591868,-2.980887053,-1.903400302,0.392497845,-2.164824532,-0.523360707
90%:10% Jurkat:293T,11.35566917,5.027614598,-3.917918739,2.446997157,10.25548167,-4.270222948,-0.686802496,0.62739371,4.535203138,1.604437657
90%:10% Jurkat:293T,16.28693646,9.742348886,2.531381017,-3.566056562,0.380369127,-2.560954331,-9.142008305,-0.413052672,-2.30532031,1.607846649
90%:10% Jurkat:293T,11.52815082,-3.815337657,-5.711619257,-9.191472407,8.819179463,-4.61357519,-4.188290292,0.940125159,1.182817682,-11.289273
90%:10% Jurkat:293T,16.4503298,16.4044253,-0.657523394,3.973301692,0.988252922,-5.63031994,8.589181644,-0.087104568,-3.885922226,4.518664245
90%:10% Jurkat:293T,17.66691524,11.91217928,8.674624014,-18.5630233,-2.329569264,-4.886512473,-2.396023416,1.387679954,-4.254582378,-3.369653034
90%:10% Jurkat:293T,13.74006596,2.002814904,-0.731932107,-6.50105158,6.443786059,-3.490515404,-2.368556611,0.608734431,2.541790686,-0.378227351
90%:10% Jurkat:293T,13.19314082,-0.651046729,-2.161890131,3.005809883,10.60131127,-1.91066798,7.521696837,-0.265024268,-0.366584985,1.632623979
90%:10% Jurkat:293T,14.61485716,25.76867482,7.793150605,-6.205470918,-8.136825913,8.710079593,-4.978331575,-2.245034993,-2.35081196,4.66979065
90%:10% Jurkat:293T,-38.57274136,-3.896521467,-8.907316774,-4.971302158,4.039944211,-0.255356076,-2.173482086,-0.41833917,-2.245328444,-0.808354716
90%:10% Jurkat:293T,14.22688442,5.244071014,4.953445374,-6.213683429,4.871276516,5.800855627,-7.479708302,-0.914374385,-4.216095942,-1.578485859
90%:10% Jurkat:293T,17.02809871,18.71256756,12.61105511,-2.252636138,-2.834493957,1.753213607,3.727878786,0.118259204,0.611056937,1.132807109
90%:10% Jurkat:293T,12.5476564,3.878220566,-1.736754545,2.693787096,9.135244139,-9.902486687,-2.772010251,1.317484914,8.25836743,-4.620910833
90%:10% Jurkat:293T,13.36707995,2.728587425,-11.58578035,3.903764367,4.091217041,-0.820046333,1.816355184,-0.565275217,-4.215392467,1.140315201
90%:10% Jurkat:293T,14.38120042,2.034257307,-8.578649291,-0.489464119,1.713201048,0.498516562,7.452769018,-0.190875097,-5.482082048,-1.500454269
90%:10% Jurkat:293T,-32.63289687,2.061279347,-6.594364139,-5.045605783,-0.018811045,4.320687804,-9.003386356,0.97073101,0.977483816,-3.382138347
90%:10% Jurkat:293T,11.20446243,-2.802983087,-12.77878976,-3.088146347,8.940530755,-4.902057604,0.912357039,1.617549819,3.931186744,-2.120188726
90%:10% Jurkat:293T,13.83543561,0.551868155,-5.849086865,-2.872181576,0.598189374,10.54237183,0.8037813,0.125770944,1.932667985,-1.051594224
90%:10% Jurkat:293T,-33.71680135,6.572793475,1.443743014,5.092370832,-5.62373718,7.742661953,7.454905954,0.914412652,8.401955565,5.708248426
90%:10% Jurkat:293T,14.71087122,11.28448567,-0.433294528,3.882540449,1.041019397,7.579463135,3.633541889,0.079100961,2.050599872,-0.294601616
90%:10% Jurkat:293T,15.07448752,0.875520536,-2.774227353,6.576064146,-0.500171974,0.609514943,1.462876449,-0.780187083,-7.239927667,-2.733905606
90%:10% Jurkat:293T,12.78631679,-4.284762251,3.738581134,-7.696359593,6.220650695,5.849647433,6.840691742,0.998481888,-2.986467706,-6.323428798
90%:10% Jurkat:293T,14.12778407,8.830316133,-7.024990628,-1.561873036,-5.465330648,6.715364487,-3.531706657,-0.760657894,-5.497538052,-0.739317574
90%:10% Jurkat:293T,15.99797499,8.811396908,6.520711772,4.841747519,10.38012949,-3.721771939,3.781218303,0.226762603,2.256915175,1.7236477
90%:10% Jurkat:293T,14.03470771,16.19489734,2.851404333,2.135948257,-10.26429347,6.982395818,-4.822462585,-1.482945028,-3.187852245,3.361332981
90%:10% Jurkat:293T,13.30963346,9.785973985,-8.239171898,4.855705275,-5.525755758,3.302363711,0.395485311,-1.071868004,-6.611174631,-1.389867726
90%:10% Jurkat:293T,10.98724824,-3.124029712,-13.10210451,2.401540789,3.884564769,3.719460727,1.748991766,-0.681005547,-7.038749499,0.532260212
90%:10% Jurkat:293T,14.51572585,6.513718748,2.427963601,-2.192838489,10.02831501,-1.946594391,-5.254431427,-0.606643078,1.775937241,2.269350763
90%:10% Jurkat:293T,13.73595041,13.58819837,-3.901353505,6.576035767,6.250056849,-1.937407367,5.252744714,-0.266808614,3.535792547,3.291124636
90%:10% Jurkat:293T,12.43431738,3.612469524,-13.65183112,-5.868608777,4.831161508,-0.348378585,-8.763699609,1.481387795,11.66241708,-3.040627444
90%:10% Jurkat:293T,13.94904216,6.980614658,3.229366597,-4.368665029,1.17163609,-4.927701781,-12.94203304,-0.087918592,-3.839830047,2.760672949
90%:10% Jurkat:293T,15.29292915,6.628132362,-2.636610522,2.802224038,1.186758899,9.488786171,1.929558137,-1.431630186,-3.202907365,2.542122447
90%:10% Jurkat:293T,16.18865467,2.26499526,-0.811442355,-14.76265954,-1.86337364,-2.258926016,-11.56715778,0.028569303,-5.807170447,-1.372993222
90%:10% Jurkat:293T,14.02887281,3.924311774,1.491838833,-8.016391728,2.914962268,6.471582034,-11.79931215,-0.966455404,-4.650779299,0.665611848
90%:10% Jurkat:293T,13.00202641,1.643332164,-8.11437195,1.788744995,-2.107556534,6.733652868,7.750318376,-0.062207696,-3.249007543,-6.173318609
90%:10% Jurkat:293T,12.47447591,10.09303721,-2.413725091,7.742085082,9.705517804,-4.852675721,2.534263948,0.023730173,4.126082137,6.193185825
90%:10% Jurkat:293T,11.16437263,-8.970331161,-10.97936487,2.320034139,7.846538073,3.505407795,1.316531874,0.200540614,-2.784167747,1.575596006
90%:10% Jurkat:293T,12.35616238,2.9336465,-8.242532669,4.379207852,-0.991254291,5.904670839,1.630142376,-0.456544624,-2.740722381,-1.174109539
90%:10% Jurkat:293T,-38.31271182,16.36925154,10.98273294,-4.892610398,-4.030102468,1.38426188,0.400325886,0.529196807,1.451473061,1.757234901
90%:10% Jurkat:293T,13.28914011,-4.213161098,-18.39971879,-12.56828604,-6.09858731,7.032296061,-4.564430207,-0.013956421,3.175165679,5.934846594
90%:10% Jurkat:293T,12.73035972,-3.080325629,-6.714308306,-1.80289607,3.243429857,6.650537488,5.426842404,-0.30919438,-4.521554037,-3.9145007
90%:10% Jurkat:293T,12.31183169,11.89893605,-4.164915737,1.633425672,3.154461155,-5.463170605,7.097294487,-0.581772744,-5.242393691,1.739436163
90%:10% Jurkat:293T,-32.96473204,12.57554837,3.688793569,6.547492978,-3.579941528,-5.647255654,-4.390610433,1.128840701,2.974447992,0.616805863
90%:10% Jurkat:293T,12.82829475,0.504511468,-9.679792553,6.704751862,2.779959329,2.434153019,-1.57504062,-0.764342385,0.838445947,1.087456097
90%:10% Jurkat:293T,14.26357481,9.403652239,1.147313773,3.481184037,6.160431271,-6.733242856,-0.261672187,0.140232099,-1.169655874,3.080125445
90%:10% Jurkat:293T,15.64782781,8.037524767,-3.365686349,0.593376469,-4.697862768,2.354040452,1.281046067,-1.018966285,-7.611689138,-0.419731479
90%:10% Jurkat:293T,12.64607476,4.170754068,-7.340747454,5.908869952,-0.545216685,0.264226196,4.996216267,-0.801920897,-4.108026941,1.065026871
90%:10% Jurkat:293T,12.90828473,-2.708105949,-9.534767607,2.635322914,2.298779705,4.293874852,4.460344663,-0.920742564,-2.601499241,-1.520786151
90%:10% Jurkat:293T,14.20582854,6.717623016,-6.815593159,6.60582539,1.483094709,1.408334003,0.190271354,-1.459906586,-6.537793958,0.317182978
90%:10% Jurkat:293T,13.47141337,7.332996917,2.476220517,7.995321415,2.100916991,-6.882024719,2.804242846,0.762238589,7.016908616,-6.65497196
90%:10% Jurkat:293T,13.97021956,13.9601105,4.479273408,-1.073552879,6.519923468,-2.779528127,-3.782616573,0.377808373,2.835366256,1.585456514
90%:10% Jurkat:293T,13.64142157,6.931353431,-0.124863694,-6.150027313,-1.91362056,13.82867361,8.022083401,-0.281810169,1.399741236,2.01660878
90%:10% Jurkat:293T,10.02831656,-17.47042424,-19.17500612,-11.72415835,6.051697771,8.304362542,4.016970581,0.605324374,-1.574094337,0.344571302
90%:10% Jurkat:293T,13.16738632,9.464305887,-8.370660783,7.176951945,4.156324142,-4.354844715,-5.784473713,-0.829707547,5.115187196,3.896349671
90%:10% Jurkat:293T,11.1626684,6.815287404,-2.607327807,-16.83617483,0.566628563,11.530863,9.33856161,1.466652055,2.558127363,3.905589971
90%:10% Jurkat:293T,12.12612589,0.930723227,-6.347443486,7.942596046,8.500236373,6.102059097,6.122751662,-0.183280215,0.800336803,0.609646403
90%:10% Jurkat:293T,13.15872014,-1.43024157,-11.25339035,1.389062804,0.597045314,9.292336202,5.67786185,-0.815186463,-1.369061355,3.659151731
90%:10% Jurkat:293T,16.04510853,0.979375886,-5.853494077,2.097714861,3.881516602,2.726865339,6.311305752,-0.035432254,-2.121978812,0.670885003
90%:10% Jurkat:293T,12.87452109,2.443060966,-5.9017027,4.315633308,3.061366125,-4.050129713,-4.761547639,-0.794019545,0.007282109,2.695803905
90%:10% Jurkat:293T,15.11473066,12.27939996,-3.946177321,4.487803148,5.508702637,-7.107277931,5.602777326,1.066419327,8.014963086,-9.677209684
90%:10% Jurkat:293T,13.27360304,0.490807712,-9.561138246,3.449298542,-0.302128189,-0.384760883,0.938040208,-1.184485167,-4.822704153,-1.194267015
90%:10% Jurkat:293T,12.42096818,4.414126865,-5.053450875,6.946683475,7.678019273,3.162705212,3.237808307,0.194832962,1.759844197,0.855929174
90%:10% Jurkat:293T,11.33660141,8.987120739,2.485500199,4.915371665,7.454951657,-5.476551923,-1.900254929,0.454910968,5.818853515,-6.929525576
90%:10% Jurkat:293T,15.01966228,6.421831451,-4.012791875,3.785421198,-1.011711979,4.308206752,1.243335497,-0.379980126,-2.2976402,-0.622966987
90%:10% Jurkat:293T,13.62656322,19.52441694,4.624574804,-9.885336225,-3.986886198,9.991596981,-1.040461414,-0.266205571,-0.258340563,4.143231626
90%:10% Jurkat:293T,16.87750622,11.11662841,0.095936188,4.844434649,3.008558886,-7.611093045,3.438855667,0.035031389,5.958331992,-6.444396814
90%:10% Jurkat:293T,13.93778079,10.82354729,-3.319463143,0.242052612,-4.208988965,-0.820108775,8.800820162,0.90435422,0.610554263,-4.223286253
90%:10% Jurkat:293T,13.98495871,11.47129577,-0.200887795,-8.584927898,1.448529732,5.153817945,-8.117752946,-0.916422759,-5.0986658,-1.826765508
90%:10% Jurkat:293T,13.08667575,2.863299793,6.425882331,-3.285708505,13.59288689,1.744239989,2.801802192,-0.029730605,-1.313836461,-4.354835617
90%:10% Jurkat:293T,13.50085999,8.558697566,-3.40978636,1.953930204,-2.796535421,11.21821724,0.314630601,-0.496562208,-0.093074237,-0.74106288
90%:10% Jurkat:293T,12.63191938,2.853908455,-4.677372634,5.696595112,4.847452704,8.134985612,6.824947918,0.513642398,-0.133709665,0.85181588
90%:10% Jurkat:293T,15.99701447,14.85620532,6.55858478,-10.2678074,1.019666015,-1.541183123,-4.657754496,-0.36413199,-1.878189731,-5.275277268
90%:10% Jurkat:293T,13.25906835,8.662192472,8.068267366,-3.480661638,4.853454834,3.689349276,-9.309822339,-0.342652044,1.084306176,-1.087490811
90%:10% Jurkat:293T,15.01478125,6.708221146,2.591015766,-15.53054012,6.516912244,1.867632214,-2.512804263,0.509908759,-3.205921828,-4.432501307
90%:10% Jurkat:293T,13.82293013,6.312046284,-6.357564587,8.075392741,3.400796942,1.917709729,1.008988597,-0.113117311,-1.946105641,3.248419215
90%:10% Jurkat:293T,14.56094564,8.417019623,-2.253877185,4.617183655,4.40945753,-6.284010372,-1.129193257,-0.047359652,-0.659000421,2.79253036
90%:10% Jurkat:293T,9.087363704,-3.213318482,-16.91970921,2.559041646,-1.65913602,3.075938233,-0.12331577,0.905637013,2.531446699,8.301683378
90%:10% Jurkat:293T,14.53100113,13.64898346,-0.334560947,-3.873291998,-3.616438069,9.891273308,4.444437714,-0.092864096,1.902614022,-1.202187011
90%:10% Jurkat:293T,15.08330683,-4.334999427,-0.342682858,-12.51020381,10.21892153,4.842883193,-3.460346669,0.446393683,-2.982253593,-2.578078664
90%:10% Jurkat:293T,14.96142835,3.82851161,-0.199128333,2.564931896,7.379825651,-6.711501564,3.381649028,-0.920994841,1.650118138,0.709583203
90%:10% Jurkat:293T,13.19119995,20.12156424,6.688983752,-5.921118861,0.752780133,10.037056,2.126615751,-0.834269081,5.326734382,3.562396479
90%:10% Jurkat:293T,13.01475998,9.245133297,-8.749894595,6.925501917,-3.849078714,1.391854816,3.117019633,-0.33438502,4.453117153,-9.788303839
90%:10% Jurkat:293T,8.7968233,-0.104474735,-15.89130818,-30.24057085,-5.336377365,-14.47771795,11.63759505,2.882970264,-1.295653457,-3.714608476
90%:10% Jurkat:293T,13.63315728,9.798069132,5.504325334,3.17091408,3.871933308,-4.304987099,-7.103813078,-0.598685466,-4.528313271,4.940738134
90%:10% Jurkat:293T,14.20205805,15.74804628,3.014136349,3.776750706,8.726410687,-8.598046318,3.364022479,-0.224909191,0.816715039,5.069993584
90%:10% Jurkat:293T,14.86968551,10.7809003,-4.24996316,0.527790737,1.025985635,6.757364586,5.190109002,-0.339303853,-1.772719552,-0.249862604
90%:10% Jurkat:293T,-25.46553952,-5.033239285,-21.37685585,-3.946506709,-8.872602419,-2.267315635,-5.128994853,1.822974206,2.468401254,2.052988945
90%:10% Jurkat:293T,15.35172227,7.749662533,6.112592012,-6.031943555,3.032949514,-6.928160611,-1.790674222,0.788738085,-4.666636857,0.64344292
